Source List,Source Row,Supplier Name,Supplier Ref,Barcode,Brand,Range,Product Name,Public Product Description,Variant,Category,Supplier Category,Public Spec,Pack,Unit Size,Volume ML,PCS/Case,Unit Type,Buy Price,Buy Price Unit,Currency,Price Type,Margin %,Sell Price Per Case,Sell Price Per Unit,Price Display,Price Per Unit & Case,Stock Display,Stock Cases,MOQ,Incoterm,Public Terms,Origin Country,Warehouse,BBD,Offer Expiry,Public Listing,Featured,Supplier Remarks,Review,Notes
LOREAL_GARNIER,7,PT. Surya Graha Pasaraya,G12549,8992304012549,Garnier,Skin Naturals Body,GAR BRIGHT COMP BODY LIGHT EXTRA 400ML EB,Garnier Bright Complete Body Light Extra 400ml,,Toiletries,Women Skin Care,12 x 400ml,12 x 400ml,400ml,400.0,12,Bottle,40.98,3.4153,USD,Per Case,5.0,43.03,3.59,USD 43.03,USD 43.03/case (12pk) · USD 3.59/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,8,PT. Surya Graha Pasaraya,G02979,8994993002979,Garnier,Skin Naturals Body,GAR SAKURA GLOW BODY LOTION 400ML ET,Garnier Sakura Glow Body Lotion 400ml,,Toiletries,Women Skin Care,12 x 400ml,12 x 400ml,400ml,400.0,12,Bottle,40.98,3.4153,USD,Per Case,5.0,43.03,3.59,USD 43.03,USD 43.03/case (12pk) · USD 3.59/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,10,PT. Surya Graha Pasaraya,G58663,8991380058663,Garnier,Skin Naturals Face,Micellar Pink 300+100ml,Garnier Micellar Pink 300+100ml,,Toiletries,Women Skin Care,6 x 300+100ml,6 x 300+100ml,300+100ml,400.0,6,Bottle,13.72,2.2863,USD,Per Case,5.0,14.4,2.4,USD 14.40,USD 14.40/case (6pk) · USD 2.40/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Maret 2026,bundle/value set - confirm what the case contains,bonus-pack size (main + extra)
LOREAL_GARNIER,11,PT. Surya Graha Pasaraya,G34062,8994993034062,Garnier,Skin Naturals Face,GAR BC Low pH Vit C 100.0MLT EBT,Garnier Bright Complete Low PH Vitamin C 100ml,,Toiletries,Women Skin Care,12 x 100ml,12 x 100ml,100ml,100.0,12,Tube,19.65,1.6371,USD,Per Case,5.0,20.63,1.72,USD 20.63,USD 20.63/case (12pk) · USD 1.72/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru April 2026,"name codes: C, PH",
LOREAL_GARNIER,12,PT. Surya Graha Pasaraya,G34147,8994993034147,Garnier,Skin Naturals Face,GAR BCAA Low pH Salic 100.0MLT EBT,Garnier BCAA Low PH Salic 100ml,,Toiletries,Women Skin Care,12 x 100ml,12 x 100ml,100ml,100.0,12,Tube,19.65,1.6371,USD,Per Case,5.0,20.63,1.72,USD 20.63,USD 20.63/case (12pk) · USD 1.72/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru April 2026,"name codes: BCAA, PH",
LOREAL_GARNIER,13,PT. Surya Graha Pasaraya,G34222,8994993034222,Garnier,Skin Naturals Face,GAR SG Low pH NC 100.0MLT EBT,Garnier Sakura Glow Low PH NC 100ml,,Toiletries,Women Skin Care,12 x 100ml,12 x 100ml,100ml,100.0,12,Tube,19.65,1.6371,USD,Per Case,5.0,20.63,1.72,USD 20.63,USD 20.63/case (12pk) · USD 1.72/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru April 2026,"name codes: NC, PH",
LOREAL_GARNIER,14,PT. Surya Graha Pasaraya,G00972,3600542600972,Garnier,Skin Naturals Face,GA SUNPRO INVI MIST SNSCRN AE75 EBT,Garnier Sunpro INVI Mist Snscrn Ae75,,Toiletries,Women Skin Care,6,6 x bottle,,,6,Bottle,25.67,4.279,USD,Per Case,5.0,26.96,4.49,USD 26.96,USD 26.96/case (6pk) · USD 4.49/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,no unit size on the supplier line; name codes: INVI,
LOREAL_GARNIER,15,PT. Surya Graha Pasaraya,G27521,8994993027521,Garnier,Skin Naturals Face,GAR SUPER UV COOLING GEL SPF50 30ML EBT,Garnier Super Uv Cooling Gel SPF50 30ml,,Toiletries,Women Skin Care,24 x 30ml,24 x 30ml,30ml,30.0,24,Tube,67.47,2.8113,USD,Per Case,5.0,70.84,2.95,USD 70.84,USD 70.84/case (24pk) · USD 2.95/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Maret 2025,,
LOREAL_GARNIER,16,PT. Surya Graha Pasaraya,G27484,8994993027484,Garnier,Skin Naturals Face,GAR SUPER UV COOLING GEL SPF 35 20ML EB,Garnier Super Uv Cooling Gel SPF35 20ml,,Toiletries,Women Skin Care,24 x 20ml,24 x 20ml,20ml,20.0,24,Tube,38.88,1.6202,USD,Per Case,5.0,40.83,1.7,USD 40.83,USD 40.83/case (24pk) · USD 1.70/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Maret 2025,,
LOREAL_GARNIER,17,PT. Surya Graha Pasaraya,G92847,6923700992847,Garnier,Skin Naturals Face,GAR BRIGHT COMPLETE HYPERPIGMENTATION AMPOULE MONO EB,Garnier Bright Complete Hyperpigmentation Ampoule Mono,,Toiletries,Women Skin Care,144,144 x ampoule,,,144,Ampoule,146.32,1.0161,USD,Per Case,5.0,153.64,1.07,USD 153.64,USD 153.64/case (144pk) · USD 1.07/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,no unit size on the supplier line,
LOREAL_GARNIER,18,PT. Surya Graha Pasaraya,G92854,6923700992854,Garnier,Skin Naturals Face,GAR BRIGHT COMPLETE HYPERPIGMENTATION AMPOULE SERUM MULTIPACK (1.5 ML x 12),Garnier Bright Complete Hyperpigmentation Ampoule Serum Multipack (1.5ml x 12),,Toiletries,Women Skin Care,24 x 1.5ml,24 x 1.5ml,1.5ml,1.5,24,Ampoule,206.48,8.6032,USD,Per Case,5.0,216.8,9.03,USD 216.80,USD 216.80/case (24pk) · USD 9.03/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,19,PT. Surya Graha Pasaraya,G31054,8994993031054,Garnier,Skin Naturals Face,GAR DRY TOUCH BRIGHT 7.0MLT EB,Garnier Dry Touch Bright 7ml,,Toiletries,Women Skin Care,300 x 7ml,300 x 7ml,7ml,7.0,300,Sachet,96.53,0.3218,USD,Per Case,5.0,101.36,0.338,USD 101.36,USD 101.36/case (300pk) · USD 0.338/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru September 2025,,
LOREAL_GARNIER,20,PT. Surya Graha Pasaraya,G31559,8994993031559,Garnier,Skin Naturals Face,GAR DRY TOUCH NC 7.0MLT EB,Garnier Dry Touch NC 7ml,,Toiletries,Women Skin Care,300 x 7ml,300 x 7ml,7ml,7.0,300,Sachet,96.53,0.3218,USD,Per Case,5.0,101.36,0.338,USD 101.36,USD 101.36/case (300pk) · USD 0.338/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru September 2025,name codes: NC,
LOREAL_GARNIER,21,PT. Surya Graha Pasaraya,G30927,8994993030927,Garnier,Skin Naturals Face,GAR DRY TOUCH BRIGHT 30.0MLT EB,Garnier Dry Touch Bright 30ml,,Toiletries,Women Skin Care,24 x 30ml,24 x 30ml,30ml,30.0,24,Jar,45.66,1.9024,USD,Per Case,5.0,47.94,2.0,USD 47.94,USD 47.94/case (24pk) · USD 2.00/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Oktober 2025,,
LOREAL_GARNIER,22,PT. Surya Graha Pasaraya,G31221,8994993031221,Garnier,Skin Naturals Face,GAR DRY TOUCH SA 30.0MLT EB,Garnier Dry Touch SA 30ml,,Toiletries,Women Skin Care,24 x 30ml,24 x 30ml,30ml,30.0,24,Jar,45.66,1.9024,USD,Per Case,5.0,47.94,2.0,USD 47.94,USD 47.94/case (24pk) · USD 2.00/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Oktober 2025,name codes: SA,
LOREAL_GARNIER,23,PT. Surya Graha Pasaraya,G31429,8994993031429,Garnier,Skin Naturals Face,GAR DRY TOUCH NC 30.0MLT EB,Garnier Dry Touch NC 30ml,,Toiletries,Women Skin Care,24 x 30ml,24 x 30ml,30ml,30.0,24,Jar,45.66,1.9024,USD,Per Case,5.0,47.94,2.0,USD 47.94,USD 47.94/case (24pk) · USD 2.00/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Oktober 2025,name codes: NC,
LOREAL_GARNIER,24,PT. Surya Graha Pasaraya,G26791,8994993026791,Garnier,Skin Naturals Face,GAR BRIGHT COMPLETE SERUM CLEANSER 100ML EBT,Garnier Bright Complete Serum Cleanser 100ml,,Toiletries,Women Skin Care,12 x 100ml,12 x 100ml,100ml,100.0,12,Tube,20.73,1.7274,USD,Per Case,5.0,21.77,1.81,USD 21.77,USD 21.77/case (12pk) · USD 1.81/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Price increase per July 2025,,
LOREAL_GARNIER,25,PT. Surya Graha Pasaraya,G23258,8991380023258,Garnier,Skin Naturals Face,GAR BRIGHT COMPLETE AMPOULE SERUM 1.5ML x 3,Garnier Bright Complete Ampoule Serum 1.5ml x 3,,Toiletries,Women Skin Care,24 x 1.5ml,24 x 1.5ml,1.5ml,1.5,24,Ampoule,71.54,2.9806,USD,Per Case,5.0,75.11,3.13,USD 75.11,USD 75.11/case (24pk) · USD 3.13/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,26,PT. Surya Graha Pasaraya,G18024,8994993018024,Garnier,Skin Naturals Face,GAR BRIGHT COMPLETE GEL WASH 120ML EBT,Garnier Bright Complete Gel WASH 120ml,,Toiletries,Women Skin Care,12 x 120ml,12 x 120ml,120ml,120.0,12,Piece,46.67,3.8895,USD,Per Case,5.0,49.01,4.08,USD 49.01,USD 49.01/case (12pk) · USD 4.08/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,name codes: WASH,
LOREAL_GARNIER,27,PT. Surya Graha Pasaraya,G19458,8994993019458,Garnier,Skin Naturals Face,GAR BRIGHT COMPLETE ANTI ACNE SALICYLIC GEL WASH 120ML EBT,Garnier Bright Complete Anti Acne Salicylic Gel WASH 120ml,,Toiletries,Women Skin Care,12 x 120ml,12 x 120ml,120ml,120.0,12,Tube,46.67,3.8895,USD,Per Case,5.0,49.01,4.08,USD 49.01,USD 49.01/case (12pk) · USD 4.08/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,name codes: WASH,
LOREAL_GARNIER,28,PT. Surya Graha Pasaraya,G09022,8994993009022,Garnier,Skin Naturals Face,GAR BRIGHT COMPLETE WHIP FOAM 50ML,Garnier Bright Complete Whip Foam 50ml,,Toiletries,Women Skin Care,24 x 50ml,24 x 50ml,50ml,50.0,24,Tube,31.03,1.2927,USD,Per Case,5.0,32.58,1.36,USD 32.58,USD 32.58/case (24pk) · USD 1.36/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,29,PT. Surya Graha Pasaraya,G09015,8994993009015,Garnier,Skin Naturals Face,GAR BRIGHT COMPLETE WHIP FOAM 100ML,Garnier Bright Complete Whip Foam 100ml,,Toiletries,Women Skin Care,12 x 100ml,12 x 100ml,100ml,100.0,12,Tube,20.19,1.6823,USD,Per Case,5.0,21.2,1.77,USD 21.20,USD 21.20/case (12pk) · USD 1.77/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,30,PT. Surya Graha Pasaraya,G93769,6923700993769,Garnier,Skin Naturals Face,GAR 2 STEP PW MASK B5 GINSENG EB,Garnier 2 STEP PW Mask B5 Ginseng,,Toiletries,Women Skin Care,60,60 x sachet,,,60,Sachet,84.34,1.4056,USD,Per Case,5.0,88.56,1.48,USD 88.56,USD 88.56/case (60pk) · USD 1.48/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,"no unit size on the supplier line; name codes: PW, STEP",
LOREAL_GARNIER,31,PT. Surya Graha Pasaraya,G93776,6923700993776,Garnier,Skin Naturals Face,GAR 2 STEP PW MASK B5 GOJI EB,Garnier 2 STEP PW Mask B5 GOJI,,Toiletries,Women Skin Care,60,60 x sachet,,,60,Sachet,84.34,1.4056,USD,Per Case,5.0,88.56,1.48,USD 88.56,USD 88.56/case (60pk) · USD 1.48/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,"no unit size on the supplier line; name codes: GOJI, PW, STEP",
LOREAL_GARNIER,32,PT. Surya Graha Pasaraya,G18291,8994993018291,Garnier,Skin Naturals Face,GAR BRIGHT COMP ANTIACNE SERUM 30ML EB,Garnier Bright Complete Antiacne Serum 30ml,,Toiletries,Women Skin Care,12 x 30ml,12 x 30ml,30ml,30.0,12,Bottle,77.84,6.4863,USD,Per Case,5.0,81.73,6.81,USD 81.73,USD 81.73/case (12pk) · USD 6.81/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,33,PT. Surya Graha Pasaraya,G18284,8994993018284,Garnier,Skin Naturals Face,GAR BRIGHT COMP ANTIACNE SERUM 15ML EBT,Garnier Bright Complete Antiacne Serum 15ml,,Toiletries,Women Skin Care,24 x 15ml,24 x 15ml,15ml,15.0,24,Bottle,93.35,3.8895,USD,Per Case,5.0,98.02,4.08,USD 98.02,USD 98.02/case (24pk) · USD 4.08/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,34,PT. Surya Graha Pasaraya,G18314,8994993018314,Garnier,Skin Naturals Face,GAR BRIGHT COMP ANTIACNE SERUM SINGLE SACH 7.5ML EB,Garnier Bright Complete Antiacne Serum Single Sachet 7.5ml,,Toiletries,Women Skin Care,144 x 7.5ml,144 x 7.5ml,7.5ml,7.5,144,Sachet,134.13,0.9314,USD,Per Case,5.0,140.84,0.98,USD 140.84,USD 140.84/case (144pk) · USD 0.98/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,35,PT. Surya Graha Pasaraya,G23325,8994993023325,Garnier,Skin Naturals Face,GAR UV SUPER SERUM 30ML EBT,Garnier Uv Super Serum 30ml,,Toiletries,Women Skin Care,12 x 30ml,12 x 30ml,30ml,30.0,12,Bottle,35.77,2.9806,USD,Per Case,5.0,37.56,3.13,USD 37.56,USD 37.56/case (12pk) · USD 3.13/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,36,PT. Surya Graha Pasaraya,G20706,8994993020706,Garnier,Skin Naturals Face,GAR BC OVERNIGHT SERUM 30ML,Garnier Bright Complete Overnight Serum 30ml,,Toiletries,Women Skin Care,12 x 30ml,12 x 30ml,30ml,30.0,12,Bottle,75.19,6.2661,USD,Per Case,5.0,78.95,6.58,USD 78.95,USD 78.95/case (12pk) · USD 6.58/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,37,PT. Surya Graha Pasaraya,G20669,8994993020669,Garnier,Skin Naturals Face,GAR BC OVERNIGHT SERUM 7.5ML,Garnier Bright Complete Overnight Serum 7.5ml,,Toiletries,Women Skin Care,144 x 7.5ml,144 x 7.5ml,7.5ml,7.5,144,Sachet,134.13,0.9314,USD,Per Case,5.0,140.84,0.98,USD 140.84,USD 140.84/case (144pk) · USD 0.98/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,38,PT. Surya Graha Pasaraya,G20744,8994993020744,Garnier,Skin Naturals Face,GAR BC OVERNIGHT SERUM 15ML,Garnier Bright Complete Overnight Serum 15ml,,Toiletries,Women Skin Care,24 x 15ml,24 x 15ml,15ml,15.0,24,Bottle,93.35,3.8895,USD,Per Case,5.0,98.02,4.08,USD 98.02,USD 98.02/case (24pk) · USD 4.08/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,39,PT. Surya Graha Pasaraya,G18222,8994993018222,Garnier,Skin Naturals Face,GAR BRIGHT COMP ANTIACNE 3in1 FOAM 100ML EBT,Garnier Bright Complete Antiacne 3in1 Foam 100ml,,Toiletries,Women Skin Care,12 x 100ml,12 x 100ml,100ml,100.0,12,Tube,20.19,1.6823,USD,Per Case,5.0,21.2,1.77,USD 21.20,USD 21.20/case (12pk) · USD 1.77/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,40,PT. Surya Graha Pasaraya,G15153,8994993015153,Garnier,Skin Naturals Face,GAR BRIGHT COMP ANTIACNE 3IN1 FOAM 90ML EB,Garnier Bright Complete Antiacne 3In1 Foam 90ml,,Toiletries,Women Skin Care,12 x 90ml,12 x 90ml,90ml,90.0,12,Tube,20.19,1.6823,USD,Per Case,5.0,21.2,1.77,USD 21.20,USD 21.20/case (12pk) · USD 1.77/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Price increase per January 2025,,
LOREAL_GARNIER,41,PT. Surya Graha Pasaraya,G15139,8994993015139,Garnier,Skin Naturals Face,GAR BRIGHT COMP ANTIACNE 3IN1 FOAM 50ML EB,Garnier Bright Complete Antiacne 3In1 Foam 50ml,,Toiletries,Women Skin Care,24 x 50ml,24 x 50ml,50ml,50.0,24,Tube,31.03,1.2927,USD,Per Case,5.0,32.58,1.36,USD 32.58,USD 32.58/case (24pk) · USD 1.36/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,digantikan kode G18246,duplicate line in the supplier list (2x),
LOREAL_GARNIER,42,PT. Surya Graha Pasaraya,G18246,8994993018246,Garnier,Skin Naturals Face,GAR BRIGHT COMP ANTIACNE 3IN1 FOAM 50ML EB,Garnier Bright Complete Antiacne 3In1 Foam 50ml,,Toiletries,Women Skin Care,24 x 50ml,24 x 50ml,50ml,50.0,24,Tube,31.03,1.2927,USD,Per Case,5.0,32.58,1.36,USD 32.58,USD 32.58/case (24pk) · USD 1.36/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,"renovasi dari kode G15139, barcode 8994993015139",duplicate line in the supplier list (2x),
LOREAL_GARNIER,43,PT. Surya Graha Pasaraya,G81247,6923700981247,Garnier,Skin Naturals Face,GAR LIGHT COMP ANTI ACNE MASK EB,Garnier Light Complete Anti Acne Mask,,Toiletries,Women Skin Care,60,60 x sachet,,,60,Sachet,67.4,1.1234,USD,Per Case,5.0,70.77,1.18,USD 70.77,USD 70.77/case (60pk) · USD 1.18/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,no unit size on the supplier line,
LOREAL_GARNIER,44,PT. Surya Graha Pasaraya,G25404,8994993025404,Garnier,Skin Naturals Face,GAR MICELLAR SALICYLIC BLUE 50ML EBT,Garnier Micellar Salicylic Blue 50ml,,Toiletries,Women Skin Care,48 x 50ml,48 x 50ml,50ml,50.0,48,Bottle,46.61,0.971,USD,Per Case,5.0,48.94,1.02,USD 48.94,USD 48.94/case (48pk) · USD 1.02/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,45,PT. Surya Graha Pasaraya,G19656V1,8994993019656,Garnier,Skin Naturals Face,GAR MICELLAR BLUE 125+ ECOPADS,Garnier Micellar Blue 125+ Ecopads,,Toiletries,Women Skin Care,24,24 x bottle,,,24,Bottle,39.97,1.6653,USD,Per Case,5.0,41.97,1.75,USD 41.97,USD 41.97/case (24pk) · USD 1.75/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Januari 2025 (hard bundle),no unit size on the supplier line; bundle/value set - confirm what the case contains,
LOREAL_GARNIER,46,PT. Surya Graha Pasaraya,G19656,8994993019656,Garnier,Skin Naturals Face,GAR MICELLAR SALICYLIC BLUE 125ML EBT,Garnier Micellar Salicylic Blue 125ml,,Toiletries,Women Skin Care,24 x 125ml,24 x 125ml,125ml,125.0,24,Bottle,39.97,1.6653,USD,Per Case,5.0,41.97,1.75,USD 41.97,USD 41.97/case (24pk) · USD 1.75/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,47,PT. Surya Graha Pasaraya,G19656V,8994993019656,Garnier,Skin Naturals Face,GAR MICELLAR BLUE 125 + GWP,Garnier Micellar Blue 125 + Gift Pack,,Toiletries,Women Skin Care,20,20 x bottle,,,20,Bottle,33.31,1.6653,USD,Per Case,5.0,34.97,1.75,USD 34.97,USD 34.97/case (20pk) · USD 1.75/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,no unit size on the supplier line; bundle/value set - confirm what the case contains,
LOREAL_GARNIER,48,PT. Surya Graha Pasaraya,G19670,8994993019670,Garnier,Skin Naturals Face,GAR MICELLAR SALICYLIC BLUE 400ML EBT,Garnier Micellar Salicylic Blue 400ml,,Toiletries,Women Skin Care,6 x 400ml,6 x 400ml,400ml,400.0,6,Bottle,29.57,4.9282,USD,Per Case,5.0,31.05,5.17,USD 31.05,USD 31.05/case (6pk) · USD 5.17/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,49,PT. Surya Graha Pasaraya,G58663,8991380058663,Garnier,Skin Naturals Face,GAR MICELLAR WATER PINK 360+40 ML,Garnier Micellar Water Pink 360+40ml,,Toiletries,Women Skin Care,6 x 360+40ml,6 x 360+40ml,360+40ml,400.0,6,Bottle,15.99,2.6645,USD,Per Case,5.0,16.79,2.8,USD 16.79,USD 16.79/case (6pk) · USD 2.80/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru September 2025,bundle/value set - confirm what the case contains,bonus-pack size (main + extra)
LOREAL_GARNIER,50,PT. Surya Graha Pasaraya,G29914,8994993029914,Garnier,Skin Naturals Face,GAR MCLR EXFO 400.0MLT EBT,Garnier Micellar Exfoliating 400ml,,Toiletries,Women Skin Care,6 x 400ml,6 x 400ml,400ml,400.0,6,Bottle,15.99,2.6645,USD,Per Case,5.0,16.79,2.8,USD 16.79,USD 16.79/case (6pk) · USD 2.80/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Agustus 2025,,
LOREAL_GARNIER,51,PT. Surya Graha Pasaraya,G29952,8994993029952,Garnier,Skin Naturals Face,GAR MCLR EXFO 125.0MLT EBT,Garnier Micellar Exfoliating 125ml,,Toiletries,Women Skin Care,24 x 125ml,24 x 125ml,125ml,125.0,24,Bottle,31.03,1.2927,USD,Per Case,5.0,32.58,1.36,USD 32.58,USD 32.58/case (24pk) · USD 1.36/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Produk baru Agustus 2025,,
LOREAL_GARNIER,52,PT. Surya Graha Pasaraya,G14194,8994993014194,Garnier,Skin Naturals Face,GAR MICELLAR ROSE 125ML,Garnier Micellar Rose 125ml,,Toiletries,Women Skin Care,24 x 125ml,24 x 125ml,125ml,125.0,24,Bottle,39.97,1.6653,USD,Per Case,5.0,41.97,1.75,USD 41.97,USD 41.97/case (24pk) · USD 1.75/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,53,PT. Surya Graha Pasaraya,G27015,3600542327015,Garnier,Skin Naturals Face,GAR MICELLAR WATER ROSE 100 ML,Garnier Micellar Water Rose 100ml,,Toiletries,Women Skin Care,6 x 100ml,6 x 100ml,100ml,100.0,6,Bottle,11.92,1.9871,USD,Per Case,5.0,12.52,2.09,USD 12.52,USD 12.52/case (6pk) · USD 2.09/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,Perubahan harga per Januari 2025,,
LOREAL_GARNIER,54,PT. Surya Graha Pasaraya,G14217,8994993014217,Garnier,Skin Naturals Face,GAR MICELLAR ROSE 400ML,Garnier Micellar Rose 400ml,,Toiletries,Women Skin Care,6 x 400ml,6 x 400ml,400ml,400.0,6,Bottle,29.57,4.9282,USD,Per Case,5.0,31.05,5.17,USD 31.05,USD 31.05/case (6pk) · USD 5.17/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,55,PT. Surya Graha Pasaraya,G16465,8991380016465,Garnier,Skin Naturals Face,GAR MICELLAR WATER ROSE 100 ML + 100 ML,Garnier Micellar Water Rose 100ml + 100ml,,Toiletries,Women Skin Care,3 x 100ml,3 x 100ml,100ml,100.0,3,Bottle,11.92,3.9742,USD,Per Case,5.0,12.52,4.17,USD 12.52,USD 12.52/case (3pk) · USD 4.17/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,bundle/value set - confirm what the case contains,
LOREAL_GARNIER,56,PT. Surya Graha Pasaraya,G13609,8994993013609,Garnier,Skin Naturals Face,GAR BRIGHT COMP HANDCREAM 50ML EBT,Garnier Bright Complete Handcream 50ml,,Toiletries,Women Skin Care,24 x 50ml,24 x 50ml,50ml,50.0,24,Tube,21.81,0.9089,USD,Per Case,5.0,22.9,0.95,USD 22.90,USD 22.90/case (24pk) · USD 0.95/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
LOREAL_GARNIER,57,PT. Surya Graha Pasaraya,G13623,8994993013623,Garnier,Skin Naturals Face,GAR SAKURA WHITE HANDCREAM 50ML EB,Garnier Sakura White Handcream 50ml,,Toiletries,Women Skin Care,24 x 50ml,24 x 50ml,50ml,50.0,24,Tube,21.81,0.9089,USD,Per Case,5.0,22.9,0.95,USD 22.90,USD 22.90/case (24pk) · USD 0.95/unit,Enquire,,,FOB Jakarta,FOB Jakarta,Indonesia,Jakarta,,2026-09-25,No,No,,,
